domain,item_id,generator,verifier,frame,actual_source,frame_matches_truth,strategy,candidate_is_correct,adjusted_candidate_is_correct,parsed_verdict,original_parsed_verdict,verdict_recovered_from_raw,strict_json_parse_fail,candidate_answer_letter,candidate_answer_text,candidate_answer_extraction_mode,candidate_answer_extraction_confidence,candidate_answer_ambiguous,candidate_answer_parsed,candidate_answer_parse_notes,prompt_tokens,completion_tokens,formatting_fail,tp,fp,tn,fn,adj_tp,adj_fp,adj_tn,adj_fn,latency,verbosity,overrode_passing_tests
science,science_0,qwen,qwen,self,self,True,direct,False,False,True,True,0,0,C,nucleosome histone complex,strict_final_answer,high,0,1,,519,6,0,0,1,0,0,0,1,0,0,2.261676299996907,0,0
science,science_0,qwen,qwen,self,self,True,cot,False,False,True,True,0,0,C,nucleosome histone complex,strict_final_answer,high,0,1,,645,90,0,0,1,0,0,0,1,0,0,3.6343330000090646,434,0
science,science_0,qwen,qwen,self,self,True,rubric,False,False,True,True,0,0,C,nucleosome histone complex,strict_final_answer,high,0,1,,645,80,0,0,1,0,0,0,1,0,0,3.748245800001314,394,0
science,science_0,qwen,qwen,other,self,False,direct,False,False,True,True,0,0,C,nucleosome histone complex,strict_final_answer,high,0,1,,520,6,0,0,1,0,0,0,1,0,0,1.7490942000003997,0,0
science,science_0,qwen,qwen,other,self,False,cot,False,False,True,True,0,0,C,nucleosome histone complex,strict_final_answer,high,0,1,,646,70,0,0,1,0,0,0,1,0,0,4.5838920999958646,327,0
science,science_0,qwen,qwen,other,self,False,rubric,False,False,False,False,0,0,C,nucleosome histone complex,strict_final_answer,high,0,1,,646,95,0,0,0,1,0,0,0,1,0,4.049034299998311,487,0
science,science_0,qwen,qwen,neutral,self,,direct,False,False,True,True,0,0,C,nucleosome histone complex,strict_final_answer,high,0,1,,518,6,0,0,1,0,0,0,1,0,0,1.5335989000013797,0,0
science,science_0,qwen,qwen,neutral,self,,cot,False,False,True,True,0,0,C,nucleosome histone complex,strict_final_answer,high,0,1,,644,66,0,0,1,0,0,0,1,0,0,3.113369500002591,311,0
science,science_0,qwen,qwen,neutral,self,,rubric,False,False,True,True,0,0,C,nucleosome histone complex,strict_final_answer,high,0,1,,644,70,0,0,1,0,0,0,1,0,0,3.5039642000047024,342,0
science,science_0,deepseek,qwen,self,other,False,direct,True,True,True,True,0,0,D,pre-replication complex,strict_final_answer,high,0,1,,632,6,0,1,0,0,0,1,0,0,0,1.550572899999679,0,0
science,science_0,deepseek,qwen,self,other,False,cot,True,True,True,True,0,0,D,pre-replication complex,strict_final_answer,high,0,1,,758,53,0,1,0,0,0,1,0,0,0,1.5900721000070916,240,0
science,science_0,deepseek,qwen,self,other,False,rubric,True,True,True,True,0,0,D,pre-replication complex,strict_final_answer,high,0,1,,758,60,0,1,0,0,0,1,0,0,0,2.0758138000092003,267,0
science,science_0,deepseek,qwen,other,other,True,direct,True,True,True,True,0,0,D,pre-replication complex,strict_final_answer,high,0,1,,633,6,0,1,0,0,0,1,0,0,0,0.82560480000393,0,0
science,science_0,deepseek,qwen,other,other,True,cot,True,True,True,True,0,0,D,pre-replication complex,strict_final_answer,high,0,1,,759,53,0,1,0,0,0,1,0,0,0,1.9267500999994809,239,0
science,science_0,deepseek,qwen,other,other,True,rubric,True,True,True,True,0,0,D,pre-replication complex,strict_final_answer,high,0,1,,759,59,0,1,0,0,0,1,0,0,0,1.6916968000005,265,0
science,science_0,deepseek,qwen,neutral,other,,direct,True,True,True,True,0,0,D,pre-replication complex,strict_final_answer,high,0,1,,631,6,0,1,0,0,0,1,0,0,0,0.8488083999982337,0,0
science,science_0,deepseek,qwen,neutral,other,,cot,True,True,True,True,0,0,D,pre-replication complex,strict_final_answer,high,0,1,,757,52,0,1,0,0,0,1,0,0,0,1.57179869999527,236,0
science,science_0,deepseek,qwen,neutral,other,,rubric,True,True,True,True,0,0,D,pre-replication complex,strict_final_answer,high,0,1,,757,56,0,1,0,0,0,1,0,0,0,2.0067778000084218,252,0
science,science_0,llama,qwen,self,other,False,direct,True,True,True,True,0,0,D,pre-replication complex,strict_final_answer,high,0,1,,620,6,0,1,0,0,0,1,0,0,0,0.6613500999956159,0,0
science,science_0,llama,qwen,self,other,False,cot,True,True,True,True,0,0,D,pre-replication complex,strict_final_answer,high,0,1,,746,62,0,1,0,0,0,1,0,0,0,3.2521553999977186,282,0
science,science_0,llama,qwen,self,other,False,rubric,True,True,True,True,0,0,D,pre-replication complex,strict_final_answer,high,0,1,,746,72,0,1,0,0,0,1,0,0,0,2.05124970000179,327,0
science,science_0,llama,qwen,other,other,True,direct,True,True,True,True,0,0,D,pre-replication complex,strict_final_answer,high,0,1,,621,6,0,1,0,0,0,1,0,0,0,1.203751300010481,0,0
science,science_0,llama,qwen,other,other,True,cot,True,True,True,True,0,0,D,pre-replication complex,strict_final_answer,high,0,1,,747,51,0,1,0,0,0,1,0,0,0,1.8772766000038246,246,0
science,science_0,llama,qwen,other,other,True,rubric,True,True,True,True,0,0,D,pre-replication complex,strict_final_answer,high,0,1,,747,67,0,1,0,0,0,1,0,0,0,11.181019899988314,342,0
science,science_0,llama,qwen,neutral,other,,direct,True,True,True,True,0,0,D,pre-replication complex,strict_final_answer,high,0,1,,619,6,0,1,0,0,0,1,0,0,0,0.587046200002078,0,0
science,science_0,llama,qwen,neutral,other,,cot,True,True,True,True,0,0,D,pre-replication complex,strict_final_answer,high,0,1,,745,62,0,1,0,0,0,1,0,0,0,2.148953600000823,288,0
science,science_0,llama,qwen,neutral,other,,rubric,True,True,True,True,0,0,D,pre-replication complex,strict_final_answer,high,0,1,,745,66,0,1,0,0,0,1,0,0,0,2.2232081000111066,301,0
science,science_0,mistral,qwen,self,other,False,direct,False,False,False,False,0,0,B,pre-initiation complex,strict_final_answer,high,0,1,,478,6,0,0,0,1,0,0,0,1,0,0.8122950999968452,0,0
science,science_0,mistral,qwen,self,other,False,cot,False,False,False,False,0,0,B,pre-initiation complex,strict_final_answer,high,0,1,,604,73,0,0,0,1,0,0,0,1,0,14.205413600007887,314,0
science,science_0,mistral,qwen,self,other,False,rubric,False,False,False,False,0,0,B,pre-initiation complex,strict_final_answer,high,0,1,,604,92,0,0,0,1,0,0,0,1,0,3.138175999993109,431,0
science,science_0,mistral,qwen,other,other,True,direct,False,False,True,True,0,0,B,pre-initiation complex,strict_final_answer,high,0,1,,479,6,0,0,1,0,0,0,1,0,0,0.5973482999979751,0,0
science,science_0,mistral,qwen,other,other,True,cot,False,False,False,False,0,0,B,pre-initiation complex,strict_final_answer,high,0,1,,605,114,0,0,0,1,0,0,0,1,0,2.978607400000328,552,0
science,science_0,mistral,qwen,other,other,True,rubric,False,False,False,False,0,0,B,pre-initiation complex,strict_final_answer,high,0,1,,605,70,0,0,0,1,0,0,0,1,0,2.8874732999975095,319,0
science,science_0,mistral,qwen,neutral,other,,direct,False,False,True,True,0,0,B,pre-initiation complex,strict_final_answer,high,0,1,,477,6,0,0,1,0,0,0,1,0,0,1.280015900003491,0,0
science,science_0,mistral,qwen,neutral,other,,cot,False,False,False,False,0,0,B,pre-initiation complex,strict_final_answer,high,0,1,,603,69,0,0,0,1,0,0,0,1,0,2.5642379999917466,297,0
science,science_0,mistral,qwen,neutral,other,,rubric,False,False,False,False,0,0,B,pre-initiation complex,strict_final_answer,high,0,1,,603,116,0,0,0,1,0,0,0,1,0,3.9249564000056125,575,0
science,science_0,qwen,deepseek,self,other,False,direct,False,False,False,False,0,0,C,nucleosome histone complex,strict_final_answer,high,0,1,,495,8,0,0,0,1,0,0,0,1,0,2.0176054000039585,0,0
science,science_0,qwen,deepseek,self,other,False,cot,False,False,False,False,0,0,C,nucleosome histone complex,strict_final_answer,high,0,1,,622,89,0,0,0,1,0,0,0,1,0,2.636238899998716,438,0
science,science_0,qwen,deepseek,self,other,False,rubric,False,False,True,True,0,0,C,nucleosome histone complex,strict_final_answer,high,0,1,,621,96,0,0,1,0,0,0,1,0,0,2.6396473000058904,458,0
science,science_0,qwen,deepseek,other,other,True,direct,False,False,False,False,0,0,C,nucleosome histone complex,strict_final_answer,high,0,1,,496,8,0,0,0,1,0,0,0,1,0,1.5327711999998428,0,0
science,science_0,qwen,deepseek,other,other,True,cot,False,False,False,False,0,0,C,nucleosome histone complex,strict_final_answer,high,0,1,,623,98,0,0,0,1,0,0,0,1,0,2.3920611000066856,465,0
science,science_0,qwen,deepseek,other,other,True,rubric,False,False,False,False,0,0,C,nucleosome histone complex,strict_final_answer,high,0,1,,622,89,0,0,0,1,0,0,0,1,0,2.268250499997521,416,0
science,science_0,qwen,deepseek,neutral,other,,direct,False,False,False,False,0,0,C,nucleosome histone complex,strict_final_answer,high,0,1,,494,8,0,0,0,1,0,0,0,1,0,1.3331079999916255,0,0
science,science_0,qwen,deepseek,neutral,other,,cot,False,False,False,False,0,0,C,nucleosome histone complex,strict_final_answer,high,0,1,,621,94,0,0,0,1,0,0,0,1,0,2.378872599991155,477,0
science,science_0,qwen,deepseek,neutral,other,,rubric,False,False,False,False,0,0,C,nucleosome histone complex,strict_final_answer,high,0,1,,620,84,0,0,0,1,0,0,0,1,0,2.260037799991551,395,0
science,science_0,deepseek,deepseek,self,self,True,direct,True,True,True,True,0,0,D,pre-replication complex,strict_final_answer,high,0,1,,604,8,0,1,0,0,0,1,0,0,0,1.343915500008734,0,0
science,science_0,deepseek,deepseek,self,self,True,cot,True,True,True,True,0,0,D,pre-replication complex,strict_final_answer,high,0,1,,731,81,0,1,0,0,0,1,0,0,0,2.290859400003683,385,0
science,science_0,deepseek,deepseek,self,self,True,rubric,True,True,True,True,0,0,D,pre-replication complex,strict_final_answer,high,0,1,,730,72,0,1,0,0,0,1,0,0,0,2.1741620999964653,331,0
science,science_0,deepseek,deepseek,other,self,False,direct,True,True,True,True,0,0,D,pre-replication complex,strict_final_answer,high,0,1,,605,8,0,1,0,0,0,1,0,0,0,1.540792200001306,0,0
science,science_0,deepseek,deepseek,other,self,False,cot,True,True,True,True,0,0,D,pre-replication complex,strict_final_answer,high,0,1,,732,80,0,1,0,0,0,1,0,0,0,2.247184499996365,382,0
