domain,verifier,frame,strategy,Errors_Caught_Rate,Errors_Passed_Rate,Errors_Introduced_Rate,Correct_Confirmed_Rate
science,deepseek,neutral,cot,0.6507462686567164,0.3492537313432836,0.37358490566037733,0.6264150943396226
science,deepseek,neutral,direct,0.582089552238806,0.417910447761194,0.32452830188679244,0.6754716981132075
science,deepseek,neutral,rubric,0.6507462686567164,0.3492537313432836,0.39622641509433965,0.6037735849056604
science,deepseek,other,cot,0.6656716417910448,0.33432835820895523,0.35094339622641507,0.6490566037735849
science,deepseek,other,direct,0.5850746268656717,0.41492537313432837,0.30943396226415093,0.690566037735849
science,deepseek,other,rubric,0.6537313432835821,0.34626865671641793,0.38113207547169814,0.6188679245283019
science,deepseek,self,cot,0.6358208955223881,0.3641791044776119,0.3471698113207547,0.6528301886792452
science,deepseek,self,direct,0.582089552238806,0.417910447761194,0.2943396226415094,0.7056603773584905
science,deepseek,self,rubric,0.6388059701492538,0.3611940298507463,0.38113207547169814,0.6188679245283019
science,llama,neutral,cot,0.44477611940298506,0.5552238805970149,0.23773584905660378,0.7622641509433963
science,llama,neutral,direct,0.3641791044776119,0.6358208955223881,0.19622641509433963,0.8037735849056604
science,llama,neutral,rubric,0.43582089552238806,0.564179104477612,0.2528301886792453,0.7471698113207547
science,llama,other,cot,0.43283582089552236,0.5671641791044776,0.21132075471698114,0.7886792452830189
science,llama,other,direct,0.382089552238806,0.6179104477611941,0.21132075471698114,0.7886792452830189
science,llama,other,rubric,0.4417910447761194,0.5582089552238806,0.23773584905660378,0.7622641509433963
science,llama,self,cot,0.49850746268656715,0.5014925373134328,0.2528301886792453,0.7471698113207547
science,llama,self,direct,0.41492537313432837,0.5850746268656717,0.22641509433962265,0.7735849056603774
science,llama,self,rubric,0.5164179104477612,0.4835820895522388,0.28679245283018867,0.7132075471698113
science,mistral,neutral,cot,0.1880597014925373,0.8119402985074626,0.12452830188679245,0.8754716981132076
science,mistral,neutral,direct,0.07462686567164178,0.9253731343283582,0.045283018867924525,0.9547169811320755
science,mistral,neutral,rubric,0.2507462686567164,0.7492537313432835,0.1660377358490566,0.8339622641509434
science,mistral,other,cot,0.22686567164179106,0.7731343283582089,0.1471698113207547,0.8528301886792453
science,mistral,other,direct,0.07462686567164178,0.9253731343283582,0.03773584905660377,0.9622641509433962
science,mistral,other,rubric,0.2955223880597015,0.7044776119402985,0.22264150943396227,0.7773584905660378
science,mistral,self,cot,0.2208955223880597,0.7791044776119403,0.12075471698113208,0.879245283018868
science,mistral,self,direct,0.07462686567164178,0.9253731343283582,0.04150943396226415,0.9584905660377359
science,mistral,self,rubric,0.2746268656716418,0.7253731343283583,0.1471698113207547,0.8528301886792453
science,qwen,neutral,cot,0.3940298507462687,0.6059701492537314,0.2188679245283019,0.7811320754716982
science,qwen,neutral,direct,0.4059701492537313,0.5940298507462687,0.2528301886792453,0.7471698113207547
science,qwen,neutral,rubric,0.43283582089552236,0.5671641791044776,0.20754716981132076,0.7924528301886793
science,qwen,other,cot,0.44477611940298506,0.5552238805970149,0.22641509433962265,0.7735849056603774
science,qwen,other,direct,0.42388059701492536,0.5761194029850746,0.25660377358490566,0.7433962264150943
science,qwen,other,rubric,0.4537313432835821,0.5462686567164179,0.2339622641509434,0.7660377358490567
science,qwen,self,cot,0.42388059701492536,0.5761194029850746,0.24528301886792453,0.7547169811320755
science,qwen,self,direct,0.43283582089552236,0.5671641791044776,0.26037735849056604,0.7396226415094339
science,qwen,self,rubric,0.43283582089552236,0.5671641791044776,0.2528301886792453,0.7471698113207547
