domain,verifier,frame,strategy,Errors_Caught_Rate,Errors_Passed_Rate,Errors_Introduced_Rate,Correct_Confirmed_Rate
code,deepseek,neutral,cot,0.6939890710382514,0.30601092896174864,0.03117505995203837,0.9688249400479616
code,deepseek,neutral,direct,0.7759562841530054,0.22404371584699453,0.045563549160671464,0.9544364508393285
code,deepseek,neutral,rubric,0.726775956284153,0.273224043715847,0.03836930455635491,0.9616306954436451
code,deepseek,other,cot,0.73224043715847,0.2677595628415301,0.03597122302158273,0.9640287769784173
code,deepseek,other,direct,0.8142076502732241,0.18579234972677597,0.03836930455635491,0.9616306954436451
code,deepseek,other,rubric,0.7540983606557377,0.2459016393442623,0.03836930455635491,0.9616306954436451
code,deepseek,self,cot,0.7431693989071039,0.2568306010928962,0.04316546762589928,0.9568345323741008
code,deepseek,self,direct,0.8360655737704918,0.16393442622950818,0.047961630695443645,0.9520383693045563
code,deepseek,self,rubric,0.7486338797814208,0.25136612021857924,0.03597122302158273,0.9640287769784173
code,llama,neutral,cot,0.819672131147541,0.18032786885245902,0.05515587529976019,0.9448441247002398
code,llama,neutral,direct,0.6338797814207651,0.366120218579235,0.04316546762589928,0.9568345323741008
code,llama,neutral,rubric,0.819672131147541,0.18032786885245902,0.05515587529976019,0.9448441247002398
code,llama,other,cot,0.825136612021858,0.17486338797814208,0.03597122302158273,0.9640287769784173
code,llama,other,direct,0.6666666666666666,0.3333333333333333,0.047961630695443645,0.9520383693045563
code,llama,other,rubric,0.7814207650273224,0.2185792349726776,0.045563549160671464,0.9544364508393285
code,llama,self,cot,0.8743169398907104,0.12568306010928962,0.05995203836930456,0.9400479616306955
code,llama,self,direct,0.7049180327868853,0.29508196721311475,0.050359712230215826,0.9496402877697842
code,llama,self,rubric,0.8688524590163934,0.13114754098360656,0.05995203836930456,0.9400479616306955
code,mistral,neutral,cot,0.8907103825136612,0.1092896174863388,0.381294964028777,0.6187050359712231
code,mistral,neutral,direct,0.9726775956284153,0.0273224043715847,0.02877697841726619,0.9712230215827338
code,mistral,neutral,rubric,0.912568306010929,0.08743169398907104,0.539568345323741,0.460431654676259
code,mistral,other,cot,0.8797814207650273,0.12021857923497267,0.38369304556354916,0.6163069544364509
code,mistral,other,direct,0.9726775956284153,0.0273224043715847,0.03357314148681055,0.9664268585131894
